title,year,runtime,genre_1,genre_2,director,score,user_ratings,budget,revenue
Eyes Without a Face,1960,84,Drama,Horror,Georges Franju,76,818,-,"$58,656"
"Steamboat Bill, Jr.",1928,70,Comedy,Romance,Buster Keaton,76,405,-,-
Evangelion: 1.0 You Are (Not) Alone,2007,101,Animation,Science Fiction,Hideaki Anno,76,1128,"$7,000,000","$20,121,073"
Sonic the Hedgehog 3,2024,110,Action,Science Fiction,Jeff Fowler,76,3454,"$122,000,000","$492,162,604"
Seven Pounds,2008,123,Drama,,Gabriele Muccino,76,7381,"$55,000,000","$168,167,691"
Undisputed III: Redemption,2010,96,Action,Thriller,Isaac Florentine,76,1068,"$3,000,000","$76,500,000"
The Kissing Booth 2,2020,132,Comedy,Romance,Vince Marcello,76,5170,-,-
Scarlet Street,1945,103,Drama,Crime,Fritz Lang,76,455,"$1,202,000","$2,948,500"
King Richard,2021,144,Drama,History,Reinaldo Marcus Green,76,2937,"$50,000,000","$39,400,000"
Happy Together,1997,96,Drama,Romance,Wong Kar-Wai,76,824,"$125,000","$5,000,000"
10 Things I Hate About You,1999,97,Comedy,Romance,Gil Junger,76,9132,"$16,000,000","$53,478,166"
Giant,1956,201,Drama,Western,George Stevens,76,777,"$5,400,000","$32,855,818"
Billy Elliot,2000,111,Drama,Comedy,Stephen Daldry,76,4167,"$5,000,000","$109,280,263"
My Hero Academia: World Heroes' Mission,2021,105,Animation,Action,Kenji Nagasaki,76,650,-,"$46,940,541"
The Killer,1989,110,Action,Crime,John Woo,76,936,-,"$2,350,174"
American Gangster,2007,157,Drama,Crime,Ridley Scott,76,6223,"$100,000,000","$269,755,430"
The Big Sleep,1946,114,Mystery,Crime,Howard Hawks,76,1196,"$250,000","$10,682,000"
Sleepers,1996,147,Crime,Drama,Barry Levinson,76,4030,"$44,000,000","$165,600,000"
Godzilla Minus One,2023,125,Science Fiction,Horror,Takashi Yamazaki,76,3399,"$15,000,000","$113,676,322"
Desert Flower,2009,120,Drama,,Sherry Hormann,76,500,-,"$14,682,943"
Stagecoach,1939,96,Western,,John Ford,76,1266,"$531,374","$1,103,757"
A Close Shave,1996,30,Family,Animation,Nick Park,76,969,-,"$4,638"
"They Shoot Horses, Don't They?",1969,120,Drama,,Sydney Pollack,76,382,-,-
Hoop Dreams,1994,174,Documentary,,Steve James,76,343,"$700,000","$7,830,611"
Thelma & Louise,1991,130,Drama,Crime,Ridley Scott,76,3995,"$16,000,000","$45,361,000"
Elemental,2023,102,Animation,Comedy,Peter Sohn,76,5539,"$200,000,000","$496,444,308"
The Super Mario Bros. Movie,2023,93,Family,Comedy,Aaron Horvath,76,11118,"$100,000,000","$1,360,879,735"
Being There,1979,130,Comedy,Drama,Hal Ashby,76,1158,-,"$30,177,511"
The Wild Bunch,1969,145,Western,,Sam Peckinpah,76,1376,"$6,244,087","$638,641"
JFK,1991,189,Drama,Thriller,Oliver Stone,76,2490,"$40,000,000","$205,405,498"
The Fault in Our Stars,2014,126,Romance,Drama,Josh Boone,76,11686,"$14,000,000","$307,166,834"
My Man Godfrey,1936,95,Comedy,,Gregory La Cava,76,405,"$575,375","$684,200"
The Tenant,1976,126,Thriller,Mystery,Roman Polanski,76,1260,-,"$5,100,000"
Corpse Bride,2005,77,Romance,Fantasy,Tim Burton,76,10412,"$40,000,000","$118,133,252"
The Last Emperor,1987,163,Drama,History,Bernardo Bertolucci,76,1978,"$23,800,000","$44,000,000"
The Fifth Element,1997,126,Science Fiction,Action,Luc Besson,76,12130,"$90,000,000","$263,920,180"
To All the Boys I've Loved Before,2018,100,Comedy,Romance,Susan Johnson,76,8769,-,-
Fitzcarraldo,1982,157,Drama,Adventure,Werner Herzog,76,919,"$7,362,000",-
King Kong,1933,100,Adventure,Fantasy,Merian C. Cooper,76,1664,"$672,000","$10,001,781"
Ready Player One,2018,140,Adventure,Action,Steven Spielberg,76,17345,"$175,000,000","$607,274,134"
Stray Dog,1949,122,Crime,Drama,Akira Kurosawa,76,375,-,"$47,005"
The Train,1964,133,War,Thriller,John Frankenheimer,76,393,"$5,800,000","$6,800,000"
Harold and Maude,1971,92,Comedy,Drama,Hal Ashby,76,1242,"$1,200,000",-
Tuner,2026,108,Crime,Drama,Daniel Roher,76,419,"$7,000,000","$13,505,364"
"tick, tick... BOOM!",2021,120,Drama,Music,Lin-Manuel Miranda,76,2367,-,-
Deadpool & Wolverine,2024,128,Action,Comedy,Shawn Levy,76,9423,"$200,000,000","$1,338,073,645"
Sword of the Stranger,2007,103,Action,Animation,Masahiro Ando,76,483,-,-
The Big Country,1958,167,Drama,Western,William Wyler,76,428,-,"$3,500,000"
Confessions,2010,107,Drama,Thriller,Tetsuya Nakashima,76,1022,-,"$45,203,103"
The Sicilian Clan,1969,121,Crime,Drama,Henri Verneuil,76,382,"$19,000,000",-
The Garden of Words,2013,46,Animation,Drama,Makoto Shinkai,76,2286,-,"$820,165"
Avatar: The Way of Water,2022,192,Action,Adventure,James Cameron,76,14607,"$460,000,000","$2,334,484,620"
Guess Who's Coming to Dinner,1967,108,Drama,Romance,Stanley Kramer,76,937,"$4,000,000","$56,666,667"
Beasts of No Nation,2015,137,Drama,War,Cary Joji Fukunaga,76,1925,"$6,000,000","$9,077,700"
Drive,2011,100,Drama,Thriller,Nicolas Winding Refn,76,13983,"$15,000,000","$79,713,640"
Tombstone,1993,130,Western,Action,George P. Cosmatos,76,2541,"$25,000,000","$73,205,065"
Cinderella Man,2005,144,Romance,Drama,Ron Howard,76,2482,"$88,000,000","$108,539,911"
Coach Carter,2005,136,Drama,History,Thomas Carter,76,3394,"$30,000,000","$76,669,554"
The Wizard of Oz,1939,102,Adventure,Fantasy,Victor Fleming,76,6280,"$2,777,000","$33,754,967"
Finding Vivian Maier,2014,83,Documentary,,John Maloof,76,336,-,"$1,503,616"
Thor: Ragnarok,2017,131,Action,Science Fiction,Taika Waititi,76,22462,"$180,000,000","$855,301,806"
The Hobbit: The Desolation of Smaug,2013,161,Fantasy,Adventure,Peter Jackson,76,14557,"$250,000,000","$958,400,000"
Secrets & Lies,1996,142,Drama,,Mike Leigh,76,751,"$4,500,000","$13,417,292"
Imagine Me & You,2006,93,Drama,Comedy,Ol Parker,76,1135,"$1,000,000","$2,500,000"
The Six Triple Eight,2024,130,Drama,War,Tyler Perry,76,725,-,-
Predator,1987,107,Science Fiction,Action,John McTiernan,76,9490,"$15,000,000","$98,267,558"
Ready or Not: Here I Come,2026,108,Horror,Comedy,Matt Bettinelli-Olpin,76,1608,"$14,000,000","$42,940,054"
Victoria,2015,138,Crime,Thriller,Sebastian Schipper,76,1395,-,"$3,191,971"
Cure,1997,111,Crime,Horror,Kiyoshi Kurosawa,76,861,"$20,000","$234,821"
Treasure Planet,2002,96,Science Fiction,Adventure,Ron Clements,76,4724,"$140,000,000","$109,578,115"
The Game,1997,129,Drama,Thriller,David Fincher,76,7560,"$50,000,000","$109,423,648"
The Diving Bell and the Butterfly,2007,112,Drama,History,Julian Schnabel,76,1313,"$14,000,020","$19,777,647"
The Butterfly Effect,2004,113,Science Fiction,Thriller,Eric Bress,76,8500,"$13,000,000","$96,800,000"
Back to the Outback,2021,92,Family,Animation,Harry Cripps,76,804,-,-
Girl in the Basement,2021,88,Thriller,Crime,Elisabeth Röhm,76,891,-,-
Going Clear: Scientology and the Prison of Belief,2015,120,Documentary,,Alex Gibney,76,885,-,-
Casino Royale,2006,144,Adventure,Action,Martin Campbell,76,11989,"$150,000,000","$599,045,960"
The Snowman,1982,25,Adventure,Animation,Dianne Jackson,76,366,-,-
Manon of the Spring,1986,115,Drama,,Claude Berri,76,577,-,-
Battleship Potemkin,1925,75,Drama,History,Sergei Eisenstein,76,1332,-,"$45,100"
Hair Love,2019,7,Animation,Family,Matthew A. Cherry,76,499,"$284,058",-
Amy,2015,128,Documentary,Music,Asif Kapadia,76,1331,-,"$23,706,386"
Wrath of Man,2021,119,Thriller,Crime,Guy Ritchie,76,6291,"$40,000,000","$103,966,489"
I Still Believe,2020,115,Music,Drama,Jon Erwin,76,1249,"$12,000,000","$16,069,730"
The Irishman,2019,209,Crime,Drama,Martin Scorsese,76,7704,"$159,000,000","$968,853"
Ex Machina,2015,108,Drama,Science Fiction,Alex Garland,76,14571,"$15,000,000","$36,869,414"
Touching the Void,2003,106,Documentary,Action,Kevin Macdonald,76,478,-,"$13,885,802"
Changeling,2008,142,Crime,Drama,Clint Eastwood,76,4594,"$55,000,000","$113,400,000"
Facing the Giants,2006,111,Drama,,Alex Kendrick,76,505,"$100,000","$10,307,987"
Hot Fuzz,2007,121,Crime,Action,Edgar Wright,76,8592,"$12,000,000","$80,600,000"
In the Grey,2026,97,Action,Thriller,Guy Ritchie,76,948,"$70,000,000","$27,117,528"
Meshes of the Afternoon,1943,14,Mystery,Fantasy,Maya Deren,76,453,$275,-
Carandiru,2003,145,Drama,,Héctor Babenco,76,629,"$4,100,000","$10,781,635"
Gattaca,1997,107,Science Fiction,Drama,Andrew Niccol,76,7136,"$36,000,000","$12,532,777"
Talk to Her,2002,112,Drama,Romance,Pedro Almodóvar,76,1480,"$6,500,000","$64,826,117"
The Turin Horse,2011,155,Drama,,Béla Tarr,76,430,"$1,000,000","$162,088"
Bullet in the Head,1990,136,Action,Crime,John Woo,76,330,"$3,500,000","$1,092,869"
Encanto,2021,102,Animation,Comedy,Jared Bush,76,10393,"$150,000,000","$261,292,688"
Kramer vs. Kramer,1979,105,Drama,,Robert Benton,76,2535,"$8,000,000","$106,260,000"
The Emperor's New Groove,2000,78,Adventure,Animation,Mark Dindal,76,7461,"$100,000,000","$169,327,687"
Searching,2018,102,Drama,Mystery,Aneesh Chaganty,76,4360,"$880,000","$75,636,047"
Moana,2016,107,Adventure,Comedy,Ron Clements,76,14010,"$150,000,000","$690,860,472"
I Origins,2014,106,Science Fiction,Drama,Mike Cahill,76,3550,"$1,000,000","$481,234"
Steins;Gate: The Movie - Load Region of Déjà Vu,2013,90,Science Fiction,Animation,Hiroshi Hamasaki,76,410,-,"$4,843,719"
Minions & Monsters,2026,90,Adventure,Animation,Pierre Coffin,76,1091,"$85,000,000","$505,515,960"
Bāhubali: The Beginning,2015,159,Action,Drama,S. S. Rajamouli,76,960,"$25,130,430","$90,747,520"
Dragon Ball Z: Fusion Reborn,1995,55,Animation,Action,Shigeyasu Yamauchi,76,956,-,"$23,500,000"
The Girl with the Needle,2024,123,Drama,History,Magnus von Horn,76,390,-,"$470,300"
Les Misérables,2019,104,Crime,Drama,Ladj Ly,76,1628,"$2,500,000","$54,606,372"
Our Little Sister,2015,127,Drama,,Hirokazu Kore-eda,76,586,-,"$346,485"
Moon,2009,97,Science Fiction,Drama,Duncan Jones,76,6498,"$5,000,000","$9,760,104"
Malena,2000,108,Drama,,Giuseppe Tornatore,76,2819,-,"$14,493,284"
Yu-Gi-Oh!: The Dark Side of Dimensions,2016,130,Adventure,Animation,Satoshi Kuwabara,76,470,-,"$7,445,186"
Mira,2022,110,Science Fiction,Drama,Dmitry Kiselyov,76,473,"$6,042,800",-
The Sandlot,1993,101,Family,Comedy,David Mickey Evans,76,1380,"$7,000,000","$34,348,444"
I Am Sam,2001,132,Drama,,Jessie Nelson,76,2577,"$22,000,000","$92,542,418"
Police Story,1985,99,Action,Crime,Jackie Chan,76,1097,-,"$18,724,000"
The Sea Inside,2004,126,Drama,,Alejandro Amenábar,76,1046,"$12,806,000","$43,731,621"
The Woman King,2022,135,Action,Drama,Gina Prince-Bythewood,76,2425,"$50,000,000","$97,562,514"
Rurouni Kenshin Part II: Kyoto Inferno,2014,138,Action,Adventure,Keishi Otomo,76,670,-,-
Poetry,2010,139,Drama,,Lee Chang-dong,76,350,-,"$349,899"
A Prophet,2009,155,Crime,Drama,Jacques Audiard,76,1780,"$13,000,000","$17,874,044"
Purple Noon,1960,118,Crime,Drama,René Clément,76,621,-,-
Ferris Bueller's Day Off,1986,103,Comedy,,John Hughes,76,5561,"$6,000,000","$70,100,000"
Lilo & Stitch,2002,85,Animation,Family,Chris Sanders,76,7235,"$80,000,000","$273,144,151"
Blood Diamond,2006,143,Drama,Thriller,Edward Zwick,76,8531,"$100,000,000","$171,720,398"
A Few Good Men,1992,138,Drama,,Rob Reiner,76,4314,"$40,000,000","$243,240,178"
The Fabelmans,2022,151,Drama,,Steven Spielberg,76,2870,"$40,000,000","$45,629,909"
Rise,2022,113,Drama,,Akin Omotoso,76,313,-,-
Trollhunters: Rise of the Titans,2021,106,Animation,Fantasy,Francisco Ruiz Velasco,76,371,-,-
Heroic Losers,2019,116,Comedy,Thriller,Sebastián Borensztein,76,625,-,"$7,364,054"
"Girl, Interrupted",1999,127,Drama,,James Mangold,76,4274,"$40,000,000","$48,350,205"
Gandhi,1982,192,Drama,History,Richard Attenborough,76,2566,"$22,000,000","$77,737,889"
The Little World of Don Camillo,1952,107,Comedy,,Julien Duvivier,76,317,-,-
Malcolm X,1992,202,Drama,History,Spike Lee,76,1983,"$34,000,000","$48,169,908"
Halloween,1978,91,Horror,Thriller,John Carpenter,76,6340,"$325,000","$70,260,597"
Dave Chappelle: Sticks & Stones,2019,65,Comedy,,Stan Lathan,76,392,-,-
Who Am I,2014,105,Thriller,,Baran bo Odar,76,1765,-,"$7,700,259"
Beautiful Boy,2018,121,Drama,,Felix van Groeningen,76,2952,"$25,000,000","$31,749,905"
Woodstock,1970,224,Documentary,Music,Michael Wadleigh,76,301,"$600,000","$50,000,000"
Doctor Zhivago,1965,200,Drama,Romance,David Lean,76,1307,"$11,000,000","$111,858,363"
They Call Me Trinity,1970,115,Action,Comedy,Enzo Barboni,76,1499,-,-
Ride Your Wave,2019,95,Animation,Romance,Masaaki Yuasa,76,383,-,-
Manchester by the Sea,2016,138,Drama,,Kenneth Lonergan,75,6559,"$9,000,000","$79,000,000"
Mary Poppins,1964,139,Comedy,Family,Robert Stevenson,76,5103,"$4,650,000","$103,100,000"
Au Hasard Balthazar,1966,96,Drama,,Robert Bresson,75,525,-,"$39,388"
My Sassy Girl,2001,137,Drama,Comedy,Kwak Jae-yong,75,679,-,"$32,000,000"
Lost Highway,1997,134,Drama,Thriller,David Lynch,75,3043,"$15,000,000","$3,897,982"
Bao,2018,8,Animation,Family,Domee Shi,75,1343,-,-
Redline,2009,102,Animation,Action,Takeshi Koike,75,594,-,-
A Chinese Odyssey Part One: Pandora's Box,1995,88,Action,Adventure,Jeffrey Lau Chun-Wai,75,318,-,"$3,237,520"
Let the Right One In,2008,115,Horror,Drama,Tomas Alfredson,75,3353,"$4,000,000","$10,785,801"
Feel the Beat,2020,107,Comedy,Music,Elissa Down,75,1180,-,-
Spielberg,2017,147,Documentary,,Susan Lacy,75,314,-,-
Lou,2017,6,Family,Fantasy,Dave Mullins,75,437,-,-
Barbie: Princess Charm School,2011,79,Family,Animation,Ezekiel Norton,75,889,-,-
Fury,2014,135,War,Drama,David Ayer,75,13220,"$68,000,000","$211,817,906"
The Wrestler,2008,109,Drama,Romance,Darren Aronofsky,75,4131,"$6,000,000","$44,734,660"
Shaun of the Dead,2004,99,Horror,Comedy,Edgar Wright,75,9614,"$6,000,000","$39,396,175"
Le Corbeau,1943,92,Mystery,Drama,Henri-Georges Clouzot,75,326,-,-
"4 Months, 3 Weeks and 2 Days",2007,114,Drama,,Cristian Mungiu,75,846,"$852,510","$1,185,783"
Spies in Disguise,2019,102,Animation,Action,Nick Bruno,75,3045,"$100,000,000","$171,616,764"
What We Do in the Shadows,2014,86,Comedy,Horror,Jemaine Clement,75,4061,"$1,600,000","$6,300,000"
The Conjuring,2013,112,Horror,Thriller,James Wan,75,13049,"$13,000,000","$321,293,998"
The Revenant,2015,157,Western,Drama,Alejandro G. Iñárritu,75,19686,"$135,000,000","$532,950,503"
Sling Blade,1996,135,Drama,,Billy Bob Thornton,75,891,"$1,200,000","$34,100,000"
Drishyam,2015,163,Mystery,Thriller,Nishikant Kamat,75,508,"$4,600,000","$18,000,000"
Exit Through the Gift Shop,2010,86,Documentary,,Banksy,75,993,-,"$4,790,751"
Who Framed Roger Rabbit,1988,104,Fantasy,Animation,Robert Zemeckis,75,6335,"$50,600,000","$351,500,000"
True Romance,1993,119,Action,Crime,Tony Scott,75,3167,"$12,500,000","$12,600,000"
The Danish Girl,2015,119,Drama,,Tom Hooper,75,6011,"$15,000,000","$64,200,000"
Mr. Deeds Goes to Town,1936,115,Comedy,Drama,Frank Capra,75,416,-,-
Spartacus,1960,197,History,Drama,Stanley Kubrick,75,2449,"$12,000,000","$60,000,000"
The Passion of the Christ,2004,127,Drama,,Mel Gibson,75,5334,"$30,000,000","$610,063,468"
Inside Out 2,2024,97,Animation,Adventure,Kelsey Mann,75,6968,"$200,000,000","$1,698,863,816"
Captain Phillips,2013,134,Action,Drama,Paul Greengrass,75,7672,"$55,000,000","$218,791,811"
The Ghost and Mrs. Muir,1947,105,Romance,Fantasy,Joseph L. Mankiewicz,75,367,-,-
The Girl with the Dragon Tattoo,2009,152,Drama,Thriller,Niels Arden Oplev,75,3314,"$13,000,000","$109,421,911"
Jules and Jim,1962,106,Drama,Romance,François Truffaut,75,1069,-,-
Pandora,2016,136,Thriller,Drama,Park Jung-woo,75,519,"$13,938,145","$30,169,000"
The Philadelphia Story,1940,113,Comedy,Romance,George Cukor,75,1022,"$914,000","$3,300,000"
Arthur the King,2024,107,Adventure,Drama,Simon Cellan Jones,75,988,"$19,000,000","$40,829,138"
"Ugly, Dirty and Bad",1976,115,Comedy,Drama,Ettore Scola,75,353,-,-
My Left Foot: The Story of Christy Brown,1989,103,Drama,,Jim Sheridan,75,1061,"$645,180","$14,743,391"
L'Avventura,1960,144,Drama,Mystery,Michelangelo Antonioni,75,769,-,-
Midnight Cowboy,1969,113,Drama,,John Schlesinger,75,1675,"$3,600,000","$44,785,053"
Cold Eyes,2013,119,Crime,Action,Cho Ui-seok,75,386,-,"$37,795,598"
X-Men: Days of Future Past,2014,132,Action,Adventure,Bryan Singer,75,16638,"$250,000,000","$748,045,700"
We Need to Talk About Kevin,2011,113,Drama,Thriller,Lynne Ramsay,75,3193,"$7,000,000","$10,800,000"
The Book of Life,2014,95,Animation,Family,Jorge R. Gutierrez,75,3008,"$50,000,000","$97,437,106"
Rurouni Kenshin Part I: Origins,2012,134,Adventure,Action,Keishi Otomo,75,942,-,"$61,700,000"
Donnie Brasco,1997,127,Crime,Drama,Mike Newell,75,4975,"$35,000,000","$124,909,762"
Grizzly Man,2005,103,Documentary,,Werner Herzog,75,987,-,-
Angels with Dirty Faces,1938,97,Crime,Drama,Michael Curtiz,75,364,"$633,000","$1,700,000"
"Good Bye, Lenin!",2003,121,Comedy,Drama,Wolfgang Becker,75,2697,"$4,800,000","$79,384,880"
The Seven Deadly Sins: Prisoners of the Sky,2018,99,Action,Adventure,Yasuto Nishikata,75,1094,-,"$3,914,227"
Zodiac,2007,157,Crime,Mystery,David Fincher,75,11873,"$65,000,000","$84,785,914"
The Crow,1994,102,Fantasy,Action,Alex Proyas,75,4665,"$23,000,000","$93,722,164"
Silver Skates,2020,136,Adventure,Drama,Michael Lockshin,75,316,-,"$7,099,734"
PAW Patrol: Mighty Pups,2018,44,Adventure,Animation,,75,591,-,-
Italian Race,2016,119,Drama,,Matteo Rovere,75,972,-,"$2,412,312"
Training Day,2001,122,Action,Crime,Antoine Fuqua,75,6820,"$45,000,000","$104,900,000"
Hotel Mumbai,2019,123,Thriller,History,Anthony Maras,75,1790,"$25,000,000","$16,900,000"
Me and Earl and the Dying Girl,2015,105,Drama,Comedy,Alfonso Gomez-Rejon,75,2821,-,-
"Synecdoche, New York",2008,124,Drama,,Charlie Kaufman,75,1668,"$20,000,000","$4,383,538"
Au Revoir les Enfants,1987,105,Drama,War,Louis Malle,75,749,"$3,000,000","$4,542,825"
Evil Dead II,1987,84,Horror,Comedy,Sam Raimi,75,3648,"$3,500,000","$5,932,279"
The Day of the Jackal,1973,143,Action,Thriller,Fred Zinnemann,75,709,-,"$16,056,255"
The Round Up,2010,115,Drama,History,Roselyne Bosch,75,1052,"$20,000,000","$25,346,148"
Serpico,1973,129,Crime,Drama,Sidney Lumet,75,2260,"$3,500,000","$30,800,000"
East of Eden,1955,115,Drama,,Elia Kazan,75,833,$2,"$5,000,000"
Dark Waters,2019,127,Drama,Thriller,Todd Haynes,75,2611,"$20,000,000","$13,601,384"
The Adventures of Pinocchio,1972,135,Fantasy,Drama,Luigi Comencini,75,327,-,-
The Consequences of Love,2004,100,Drama,Thriller,Paolo Sorrentino,75,923,-,-
Kikujiro,1999,121,Comedy,Drama,Takeshi Kitano,75,614,-,-
Ninotchka,1939,110,Comedy,Romance,Ernst Lubitsch,75,447,"$1,365,000","$2,279,000"
The Tomorrow War,2021,138,Action,Science Fiction,Chris McKay,75,4450,"$200,000,000","$14,400,000"
Godzilla vs. Kong,2021,114,Action,Science Fiction,Adam Wingard,75,10812,"$200,000,000","$470,116,094"
The Beatles: Eight Days a Week - The Touring Years,2016,106,Documentary,Music,Ron Howard,75,390,$5,"$12,283,800"
Where Eagles Dare,1968,155,Adventure,War,Brian G. Hutton,75,1029,"$7,700,000","$21,000,000"
Dolls,2002,114,Drama,Romance,Takeshi Kitano,75,378,-,-
The Hand of God,2021,130,Drama,,Paolo Sorrentino,75,1810,"$13,050,000","$167,909"
The Man Who Copied,2003,123,Comedy,Drama,Jorge Furtado,75,384,"$514,059","$24,391"
Seven Chances,1925,56,Comedy,Romance,Buster Keaton,75,340,-,-
In Cold Blood,1967,134,Crime,Drama,Richard Brooks,75,449,"$3,500,000","$13,007,551"
Hard Boiled,1992,126,Action,Thriller,John Woo,75,980,"$4,500,000","$2,592,782"
The Seed of the Sacred Fig,2024,167,Drama,Thriller,Mohammad Rasoulof,75,513,"$3,000,000","$6,501,810"
"Miraculous World: London, at the Edge of Time",2024,50,Animation,Family,Thomas Astruc,75,325,-,-
The Wolf's Call,2019,116,Thriller,Action,Antonin Baudry,75,2198,"$22,400,000","$12,652,790"
The Body,2012,107,Thriller,Mystery,Oriol Paulo,75,1456,-,-
How the Grinch Stole Christmas!,1966,25,Animation,Family,Chuck Jones,75,1161,"$315,000",-
Menace II Society,1993,97,Drama,Crime,Allen Hughes,75,948,"$3,500,000","$27,900,000"
The Machinist,2004,102,Thriller,Drama,Brad Anderson,75,6340,"$5,000,000","$8,203,235"
Moulin Rouge!,2001,128,Drama,Romance,Baz Luhrmann,75,4943,"$52,500,000","$179,213,434"
Anonymously Yours,2021,101,Drama,Romance,María Torres,75,378,-,-
No Other Choice,2025,139,Comedy,Crime,Park Chan-wook,75,1276,"$12,200,000","$40,223,568"
Bianca,1984,96,Drama,Comedy,Nanni Moretti,75,413,-,-
The Shack,2017,132,Drama,Family,Stuart Hazeldine,75,2295,"$20,000,000","$96,942,115"
Winter Sleep,2014,196,Drama,,Nuri Bilge Ceylan,75,638,-,"$4,018,705"
The Flu,2013,122,Action,Science Fiction,Kim Sung-soo,75,1299,-,"$19,775,853"
Kung Fu Hustle,2004,99,Action,Comedy,Stephen Chow,75,3320,"$20,000,000","$102,034,104"
The Holy Mountain,1973,115,Drama,,Alejandro Jodorowsky,75,1059,"$750,000","$96,262"
First Blood,1982,93,Action,Thriller,Ted Kotcheff,75,7080,"$15,000,000","$125,212,904"
The Iron Claw,2023,133,Drama,History,Sean Durkin,75,1340,"$15,900,000","$40,130,232"
The Blue Umbrella,2013,7,Animation,Romance,Saschka Unseld,75,597,-,-
The Second Tragic Fantozzi,1976,110,Comedy,,Luciano Salce,75,635,-,-
All That Jazz,1979,123,Drama,,Bob Fosse,75,628,"$12,000,000","$37,823,676"
Lady Vengeance,2005,115,Drama,Thriller,Park Chan-wook,75,2020,-,"$23,803,308"
Bowling for Columbine,2002,120,Documentary,Drama,Michael Moore,75,1737,"$4,000,000","$35,564,473"
E.T. the Extra-Terrestrial,1982,115,Adventure,Science Fiction,Steven Spielberg,75,12249,"$10,500,000","$797,307,407"
Vengeance,2026,103,Action,Thriller,Rodrigo Valdes,75,309,-,-
My Little Pony: Equestria Girls,2013,72,Animation,Comedy,Jayson Thiessen,75,313,-,"$485,232"
From Up on Poppy Hill,2011,91,Animation,Drama,Goro Miyazaki,75,1991,"$22,000,000","$61,037,844"
Champions,2018,124,Comedy,Family,Javier Fesser,75,788,"$4,920,975","$20,121,318"
Lady Snowblood,1973,97,Action,Crime,Toshiya Fujita,75,433,-,-
The Bad Guys,2022,100,Action,Adventure,Pierre Perifel,75,2674,"$80,000,000","$250,162,278"
Teen Titans Go! vs. Teen Titans,2019,77,Action,Animation,Jeff Mednikow,75,533,-,-
Paisan,1946,125,Drama,War,Roberto Rossellini,75,364,-,-
Fearless,2006,103,Drama,Action,Ronny Yu,75,1454,-,"$68,072,848"
Rescued by Ruby,2022,93,Family,Drama,Katt Shea,75,377,-,-
Anatomy of a Fall,2023,151,Thriller,Mystery,Justine Triet,75,3466,"$6,600,000","$36,000,000"
Father There Is Only One 2,2020,96,Comedy,Family,Santiago Segura,75,576,"$4,000,000","$14,871,307"
Mind Game,2004,103,Animation,Romance,Masaaki Yuasa,75,345,-,"$36,613"
Sonatine,1993,94,Action,Crime,Takeshi Kitano,75,705,-,"$58,834"
Sinners,2025,138,Horror,Action,Ryan Coogler,75,5156,"$100,000,000","$371,368,759"
The Black Phone,2022,103,Horror,Thriller,Scott Derrickson,75,6064,"$16,000,000","$161,441,914"
Upgrade,2018,100,Action,Thriller,Leigh Whannell,75,5231,"$3,000,000","$16,976,561"
BURN·E,2008,8,Animation,Family,Angus MacLane,75,831,-,-
The Invisible Man,1933,71,Horror,Science Fiction,James Whale,75,984,"$328,000","$27,105"
The Goonies,1985,114,Adventure,Comedy,Richard Donner,75,6399,"$19,000,000","$69,649,283"
Bringing Up Baby,1938,102,Comedy,Romance,Howard Hawks,75,1115,"$1,073,000",-
I Can Only Imagine,2018,110,Music,Drama,Jon Erwin,75,513,"$7,000,000","$86,086,881"
Somewhere in Time,1980,103,Drama,Fantasy,Jeannot Szwarc,75,686,"$5,100,000",-
The Manchurian Candidate,1962,126,Thriller,Drama,John Frankenheimer,75,840,"$2,200,000","$7,700,000"
Where the Crawdads Sing,2022,126,Drama,Mystery,Olivia Newman,75,2382,"$24,000,000","$144,353,965"
Rogue One: A Star Wars Story,2016,133,Action,Adventure,Gareth Edwards,75,16739,"$200,000,000","$1,056,057,273"
"It's the Great Pumpkin, Charlie Brown",1966,25,Family,Animation,Bill Melendez,75,468,-,-
The Birds,1963,119,Horror,Thriller,Alfred Hitchcock,75,4574,"$2,500,000","$11,500,000"
Night on Earth,1991,129,Comedy,Drama,Jim Jarmusch,75,1088,"$3,500,000","$2,015,810"
Dogman,2018,103,Crime,Drama,Matteo Garrone,75,2318,-,"$5,080,147"
Midnight in Paris,2011,94,Fantasy,Comedy,Woody Allen,75,7877,"$17,000,000","$151,119,219"
The Silence,1963,95,Drama,Romance,Ingmar Bergman,75,410,-,-
Empire of the Sun,1987,153,Drama,History,Steven Spielberg,75,2198,"$35,000,000","$66,700,000"
Souleymane's Story,2024,94,Drama,,Boris Lojkine,75,400,-,"$4,399,858"
Life Itself,2014,121,Documentary,,Steve James,75,375,-,-
The Castle of Cagliostro,1979,102,Animation,Adventure,Hayao Miyazaki,75,1167,"$7,202,188","$8,194,857"
Balloon,2018,125,Thriller,Drama,Michael Herbig,75,495,-,"$11,859,396"
The Call of the Wild,2020,100,Adventure,Family,Chris Sanders,75,4011,"$109,000,000","$111,200,000"
The Great Beauty,2013,142,Drama,,Paolo Sorrentino,75,3358,"$9,200,000","$24,930,592"
The Man Who Wasn't There,2001,116,Crime,Drama,Ethan Coen,75,1807,"$20,000,000","$18,918,721"
The Wild Pear Tree,2018,188,Drama,,Nuri Bilge Ceylan,75,324,-,-
